name,CountryCode,id,lat,lon,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Trinidad and Tobago,220,780,11,-61,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Tunisia,222,788,34,9,0.16,0.12,0.12,0.11,0.05,0.04,0.01,0.02,0.1,0.02,0.1,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.04,0.05,0.11,0.16,0.16,0.17,0.43,0.37,0.51,0.31,0.26,0.23,0.23,0.27,0.23,0.2,0.25,0.26,0.19,0.19,0.15,0.12,0.15,0.17,0.18
Turkey,223,792,39,35,20.26,22.62,22.82,28.21,27.48,31.31,31.74,34.09,30.62,29.91,38.12,38.75,35.68,40.65,31.85,30.79,36.44,29.44,28.85,29.61,28.24,27.64,28.83,31.33,27.39,26.84,27.28,32.42,30.23,31.52,26.49,26.5,26.49,27.05,36.12,33.71,33.54,36.16,31.31,34.43,35.39,37.61,34.22,35.33,31.81,35.75,31.49,24.88,23.29,28.67,33.97,30.06
Turkmenistan,213,795,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3,281.31,296.63,276.74,91.99,131.23,107.62,245.97,202.75,239.46,150,151.68,210.77,207.46,143.69,193.35,201.59,132.58,134.07,114.35,114.83
Turks and Caicos Islands,224,796,21.75,-71.5833,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Tuvalu,227,798,-8,178,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
USSR,228,810,61.766194,85.078125,19.69,18.56,21.99,22.08,23.39,24.47,24.13,23.64,22.49,26.15,27.35,27.6,28.71,30.25,29.47,29.85,31.14,30.4,30.8,31.54,32.83,31.34,30.18,27.69,29.32,27.42,26.25,28.31,27.57,25.76,24.18,,,,,,,,,,,,,,,,,,,,,
Uganda,226,800,1,32,30.7,14.6,27.84,28.44,31.65,31.12,29.95,22.56,26.8,29.27,25.15,24.35,24.77,15.19,9.43,7.1,3.85,5.49,1.6,1.05,1.26,1.22,2.3,2.63,3.48,1.86,1.18,0.97,0.9,1.07,1.44,1.16,1.82,1.84,1.83,2.5,1.65,1.95,2.47,2.94,2.1,2.32,2.76,2.63,2.02,2.47,1.2,2.15,1.37,2.23,3.82,1.39
Ukraine,230,804,49,32,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Arab Emirates,225,784,24,54,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Kingdom,229,826,54,-2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Republic of Tanzania,215,834,-6,35,9.44,10.62,12.64,13.7,16.75,19.12,16.67,11.73,15.39,16.65,13.59,15.76,12.92,13.91,7.77,11.68,9.53,9.37,9.62,9.13,6.73,6.28,6.52,7.14,4.76,9.45,10.65,7.79,4.45,5.47,9.93,10.39,5.08,4.16,8.18,8.03,6.42,2.83,3.08,3.5,6.72,4.01,4.62,8.31,9.05,3.16,4.76,8.3,5.9,5.56,3.39,6.05
United States Virgin Islands,240,850,18.3333,-64.8333,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United States of America,231,840,38,-97,45.08,45.8,45.94,45.39,43.95,28.09,22.21,31.97,28.2,28.16,28.93,36.86,34.22,30.37,21.54,27.29,36.42,27.63,36.97,28.14,39.62,29.43,18.91,31.31,31.89,22.78,34.22,35.51,27.38,34.54,39.36,35.37,35.33,42.17,37.72,39.1,37.81,28.4,33.61,33.66,38.89,32.23,34.21,42.29,42.3,37.95,33.42,21.82,20.73,30.34,26.31,27.52
Uruguay,234,858,-33,-56,0.19,0.35,0.69,0.74,0.46,0.34,0.27,0.24,0.18,0.24,0.24,0.38,0.72,0.29,0.21,0.21,0.18,0.18,0.1,0.02,0,0,0,0.01,0.04,0.13,0.04,0.04,0.05,0.03,0.03,0.13,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Uzbekistan,235,860,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.01,175.18,161.7,159.12,133.48,138.71,127.38,131.37,113.78,120.12,114.79,104.7,127.99,135.54,128.81,126.74,136.11,106.9,109.33,104.91,106.23
Vanuatu,155,548,-16,167,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Venezuela (Bolivarian Republic of),236,862,8,-66,2.8,3.7,3.26,3.82,4.27,3.52,3.61,3.45,3.84,3.37,3.91,4.27,4.75,5.22,6.44,4.18,3.94,3.57,2.99,3,1.45,1.01,2.02,2.27,4.09,4.84,2.76,3.44,4.35,4.18,3.37,3.04,2.04,2.23,1.43,1.76,2.51,1.21,0.81,0.15,0.2,0.25,0.38,0.65,0.58,0.49,0.45,0.38,0.27,0.29,0.15,0.17
Viet Nam,237,704,16,106,0.1,0.09,0.09,0.08,0.07,0.05,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.04,0.04,0.06,0.06,0.04,0.04,0.04,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.04,0.12,0.18,0.07,0.12,0.24,0.14,0.18,0.28,0.28,0.23,0.41,0.48,0.42,0.31,0.39,0.33,0.19,0.09,0.14,0.14,0.14,0.1
Wallis and Futuna Islands,243,876,-13.3,-176.2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Western Sahara,205,732,24.2155270,-12.8858340,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Yemen,249,887,15,48,3.01,3.85,4.92,3.16,5.55,2.06,2.37,1.65,2.81,2.65,4.34,4.42,5.28,5.4,4.04,3.71,2.02,2.58,2.21,1.26,2.43,2.51,2.41,2.02,0.62,1.91,1.84,0.72,1.16,0.66,0.59,0.97,1.03,0.77,0.82,1.02,1.22,1.42,1.47,1.58,1.61,1.55,1.52,1,1.02,1.06,1.1,1.11,1.12,1.1,1.17,0.86
Yugoslav SFR,248,891,43.925783,17.605005,0.32,0.33,0.47,0.39,0.29,0.31,0.53,0.44,0.47,0.6,0.5,0.35,0.38,0.34,0.3,0.24,0.14,0.08,0.07,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.02,0.02,0.03,0,0,,,,,,,,,,,,,,,,,,,,,
Zambia,251,894,-13.1338970,27.8493320,    ,    ,0.18,0.47,0.58,1.42,0.46,1.02,1.65,1.28,2.62,1.85,0.98,0.43,0.51,0.73,1.47,1.84,2.61,2.54,2.82,2.03,3.19,6.55,4.38,4.69,2.75,7.78,6.81,3.86,6,3.11,5.61,3.8,1.82,4.04,6.78,6.1,14.03,6.04,6.52,7.3,8.81,10.19,12.27,9.93,11.33,9.91,10.41,7.93,9.44,18.76
Zimbabwe,181,716,-20,30,0.35,0.15,0.88,1.58,3.81,5.77,9.58,11.74,31.53,18.81,25.62,29.37,22.22,31.53,27.29,22.07,21.65,24.19,20.45,21.4,22.3,16.95,17.69,28.85,31.83,26.65,24.88,32.14,25.27,17.63,18.35,5.45,16.64,14.74,8.59,20.23,22.91,21.05,21.56,26.15,26.16,15.81,17.36,23.64,15.34,15.8,17.74,25.5,17.46,8.18,19.46,20.07
