name,CountryCode,id,lat,lon,1961 green,1962 green,1963 green,1964 green,1965 green,1966 green,1967 green,1968 green,1969 green,1970 green,1971 green,1972 green,1973 green,1974 green,1975 green,1976 green,1977 green,1978 green,1979 green,1980 green,1981 green,1982 green,1983 green,1984 green,1985 green,1986 green,1987 green,1988 green,1989 green,1990 green,1991 green,1992 green,1993 green,1994 green,1995 green,1996 green,1997 green,1998 green,1999 green,2000 green,2001 green,2002 green,2003 green,2004 green,2005 green,2006 green,2007 green,2008 green,2009 green,2010 green,2011 green,2012 green,1961 blue,1962 blue,1963 blue,1964 blue,1965 blue,1966 blue,1967 blue,1968 blue,1969 blue,1970 blue,1971 blue,1972 blue,1973 blue,1974 blue,1975 blue,1976 blue,1977 blue,1978 blue,1979 blue,1980 blue,1981 blue,1982 blue,1983 blue,1984 blue,1985 blue,1986 blue,1987 blue,1988 blue,1989 blue,1990 blue,1991 blue,1992 blue,1993 blue,1994 blue,1995 blue,1996 blue,1997 blue,1998 blue,1999 blue,2000 blue,2001 blue,2002 blue,2003 blue,2004 blue,2005 blue,2006 blue,2007 blue,2008 blue,2009 blue,2010 blue,2011 blue,2012 blue
Eritrea,178,232,15,39,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Estonia,63,233,59,26,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Ethiopia PDR,62,230,8,38,1.1,1.9,1.16,1.24,1.68,3.97,4.91,5.38,6.14,7.07,4.25,4.75,5.31,5.85,5.71,7.38,7.58,6.53,6.42,9.44,9.21,8.96,6.44,6.24,6.64,5.85,5.66,5.76,4.77,4.88,2.98,2.4,,,,,,,,,,,,,,,,,,,,,0.6,1.02,0.62,0.67,0.91,2.14,2.65,2.91,3.31,3.82,2.3,2.56,2.87,3.16,3.08,3.99,4.1,3.53,3.47,5.1,4.98,4.84,3.48,3.37,3.59,3.16,3.06,3.11,2.58,2.63,1.61,1.3,,,,,,,,,,,,,,,,,,,,
Ethiopia,238,231,8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.47,3.29,3.36,3.26,3.17,3.06,2.97,2.67,3.7,3.6,3.62,3.46,7.01,6.75,5.44,4.46,2.74,3.04,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.87,1.77,1.81,1.76,1.71,1.65,1.6,1.44,2,1.94,1.95,1.87,3.78,3.65,2.94,2.41,1.48,1.64,2.14
Falkland Islands (Malvinas),65,238,-51.75,-59,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Faroe Islands,64,234,62,-7,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Fiji,66,242,-18,175,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Finland,67,246,64,26,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
France,68,250,46,2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
French Guiana,69,254,4,-53,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
French Polynesia,70,258,-15,-140,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Gabon,74,266,-1,27699,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Gambia,75,270,13.4667,-16.5667,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.34,1.05,1.28,5.08,7.89,6.07,20.85,29.87,21.46,22.97,33,60.37,52.45,16.51,52.7,36.95,23.56,15.87,33.3,53.09,28.88,32.91,41.81,52.68,43.11,26.43,23.36,15.62,4.8,3.89,2.45,2.06,4.53,5.11,4.67,5,4.75,5.02,4.32,4.64,4.51,4.69,4.15,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Georgia,73,268,42,43.5,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Germany,79,276,51,9,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Ghana,81,288,8,-2,    ,    ,    ,    ,    ,    ,    ,0.07,0.2,0.31,0.88,1.32,1.09,1.65,5.92,4.56,4.8,4.29,4.06,3.8,2.82,2.24,1.94,3.3,0.67,3.36,3.25,2.88,3.64,5.4,8.5,11.6,16.02,9.18,10.07,12.95,14.58,16.2,12.84,11.43,6.72,4.8,5.28,5,6.31,5.8,4.99,6.11,6.14,6.15,6.11,6.2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Gibraltar,82,292,36.1833,-5.3667,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Greece,84,300,39,22,17.48,16.28,18.29,13.43,13.55,15.36,16.76,13.3,19.62,18.95,20.71,22.56,20.58,20.95,20.53,18.26,20.92,21.97,17.05,18.75,20.09,16.05,21.17,22.33,25.93,31.69,29.94,35.98,38.95,32.88,29.53,37.33,46.07,56.41,60.98,56.6,50.85,53.1,59.42,59.08,61.86,59.13,49.68,53.1,55.72,46.19,39.07,34.14,30.53,26.17,33.1,45.7,38.83,36.16,40.62,29.82,30.08,34.12,37.23,29.54,43.58,42.09,45.99,50.1,45.7,46.53,45.6,40.56,46.46,48.79,37.86,41.65,44.62,35.66,47.02,49.6,57.59,70.38,66.48,79.91,86.51,73.02,65.59,82.9,102.32,125.29,135.44,125.7,112.94,117.93,131.96,131.21,137.39,131.33,110.34,117.94,123.76,102.59,86.77,75.83,67.81,58.13,73.52,101.51
Greenland,85,304,72,-40,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Grenada,86,308,12.2627760,-61.6041710,8.06,7.3,10.47,3.27,5.92,4.11,2.66,4.1,3.26,2.44,1.7,1.59,1.27,0.64,1.29,0.96,0.88,0.89,1,1,0.98,1.05,1.02,1,0.98,0.98,0.99,1,1.01,1.02,1.02,1.01,1,1.18,1.16,1.15,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.13,1.13,1.13,1.12,1.3,1.41,1.06,1.06,1.06,0.61,0.56,0.8,0.25,0.45,0.31,0.2,0.31,0.25,0.19,0.13,0.12,0.1,0.05,0.1,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.11,0.08,0.08,0.08
Guadeloupe,87,312,16.25,-61.5833,2.12,2.78,1.54,1.52,1.17,5.38,10.45,9.23,9.46,9.37,3.4,2.77,2.75,2.44,1.82,0.73,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.16,0.21,0.12,0.12,0.09,0.41,0.8,0.7,0.72,0.71,0.26,0.21,0.21,0.19,0.14,0.06,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Guam,88,316,13.4667,144.7833,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Guatemala,89,320,15.7834710,-90.2307590,31.02,45.84,75.13,86.06,93.71,99.38,69.51,91.19,84.69,71.76,61.37,85.42,98.39,120.55,103.42,93.64,125.54,134.14,141.96,130.22,95.09,57.57,44.41,45.71,44.29,38.97,19.84,33.45,28.52,27.16,25.06,26.44,12.99,8.7,4.33,3.18,0.77,1.53,0.37,0.53,0.55,0.42,0.43,0.51,0.51,0.42,0.48,0.45,0.34,0.36,0.35,0.33,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Guinea-Bissau,175,624,12,-15,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,14.02,18.12,20.49,12.01,19.55,19.12,18.69,18.28,16.81,9.34,11.64,10.94,5.24,7.85,6.63,10.52,11.02,9.31,9.59,11.49,11.54,13.32,14.08,15.06,12.81,13.71,12.48,14.75,13.54,10.68,11.71,10.71,10.46,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Guinea,90,324,11,-10,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.05,0.07,0.15,0.54,0.71,1.26,2.34,4.03,9.51,14.33,14.08,10.72,10.12,8.56,14.27,21.32,28.03,38.32,25.51,18.85,19.32,19.93,18.43,17.48,17.12,16.75,14.79,14.91,15.41,15.72,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Guyana,91,328,5,-59,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Haiti,93,332,19,-72.4167,3.77,2.89,2.44,2.32,2.65,2.23,1.64,0.71,0.87,1.2,2.02,1.99,1.95,1.92,1.88,1.85,2.21,2.95,3.25,2.27,3.15,2.92,3.17,3.12,3.03,1.98,1.21,1.18,1.16,1.05,0.98,1.01,0.86,0.76,0.62,0.58,0.42,0.42,0.57,0.56,0.44,0.51,0.51,0.5,0.5,0.5,0.51,0.4,0.32,0.36,0.39,0.38,0.29,0.22,0.19,0.18,0.2,0.17,0.12,0.05,0.07,0.09,0.15,0.15,0.15,0.15,0.14,0.14,0.17,0.22,0.25,0.17,0.24,0.22,0.24,0.24,0.23,0.15,0.09,0.09,0.09,0.08,0.07,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03
Holy See,94,336,41.9,16772,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Honduras,95,340,15,-86.5,5.56,15.35,19.07,27.35,42.98,41.17,35.24,28.81,25.77,10.45,6.5,6.98,12.76,15.15,14.51,8.57,17.08,29.52,21.89,18.29,14.79,14.7,9.65,12.94,10.04,6.26,5.61,5.54,3.82,2.82,2.86,2.32,2.71,2.64,2.58,1,1.74,1.04,0.95,0.57,0.86,0.85,0.83,0.81,0.8,0.78,0.77,0.85,0.9,0.94,0.96,0.94,0.08,0.22,0.27,0.39,0.62,0.59,0.51,0.41,0.37,0.15,0.09,0.1,0.18,0.22,0.21,0.12,0.24,0.42,0.31,0.26,0.21,0.21,0.14,0.19,0.14,0.09,0.08,0.08,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Hungary,97,348,47,20,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Iceland,99,352,65,-18,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
India,100,356,20,77,36.7,43.66,45.36,41.66,38.12,37.32,42.09,38.06,36.89,32.71,42.18,38.15,38.42,40.39,35.49,32.08,35.98,38.6,36.49,35.19,35.66,33.32,27.63,36,36.13,27.97,25.3,33.94,43.42,36.66,35.47,40.84,37.74,41,43.55,47.33,35.46,39.46,36.4,29.97,30.54,25.92,40.63,47.87,53.12,64.06,72.27,61.38,65.32,89.74,93.84,81.9,10.55,12.55,13.05,11.98,10.96,10.73,12.1,10.95,10.61,9.41,12.13,10.97,11.05,11.62,10.21,9.22,10.35,11.1,10.49,10.12,10.26,9.58,7.95,10.35,10.39,8.04,7.28,9.76,12.49,10.54,10.2,11.74,10.85,11.79,12.52,13.61,10.2,11.35,10.47,8.62,8.78,7.46,11.68,13.77,15.28,18.42,20.78,17.65,18.79,25.81,26.99,23.55
Indonesia,101,360,-5,120,0.17,0.22,0.11,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.09,0.08,0.11,0.25,0.2,0.1,0.06,0.03,0.19,0.49,0.53,0.65,0.65,0.38,1.42,1.63,0.71,0.64,0.64,0.33,0.38,0.35,0.37,0.38,0.2,0.2,0.18,0.13,0.1,0.09,0.17,0.15,0.08,0.07,0.05,0.04,0.09,0.08,0.07,0.1,0.07,0.07,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Iran (Islamic Republic of),102,364,32,53,3.4,2.69,3.48,3.3,4.03,2.97,2.95,4.06,3.94,3.59,3.31,4.46,4.22,4.75,2.83,3.06,3.33,2.44,1.73,1,1.28,1.54,1.38,1.63,1.47,1.51,1.39,1.47,1.42,1.47,1.41,1.17,1.02,1.38,1.83,1.96,1.46,1.47,1.45,1.61,1.3,1.08,1.1,1.29,1.1,0.84,0.91,0.85,0.72,0.65,0.66,0.58,59.73,47.12,61.1,57.95,70.67,52.04,51.75,71.2,69.07,62.94,58.06,78.19,74.07,83.28,49.73,53.77,58.42,42.78,30.32,17.49,22.4,27.01,24.22,28.58,25.88,26.41,24.37,25.84,24.93,25.72,24.71,20.54,17.83,24.24,32.14,34.4,25.57,25.82,25.39,28.3,22.89,18.95,19.34,22.7,19.29,14.66,15.9,14.95,12.63,11.44,11.5,10.19
Iraq,103,368,33,44,1.96,1.99,1.15,2.22,2.25,2,2.4,2.68,2.73,2.88,2.57,2.88,2.6,2.25,2.07,1.81,1.3,0.7,0.81,0.68,0.59,0.6,0.49,0.44,0.43,0.79,0.81,0.68,0.79,1,0.4,0.27,1.11,0.92,0.55,0.8,1.38,1.92,2.11,0.86,1.71,2.35,1.03,0.85,0.68,0.57,0.64,0.25,0.51,0.93,0.69,0.7,15.32,15.53,8.99,17.37,17.61,15.63,18.74,20.92,21.36,22.54,20.06,22.49,20.33,17.56,16.2,14.15,10.19,5.47,6.32,5.34,4.58,4.68,3.86,3.41,3.38,6.14,6.36,5.35,6.16,7.79,3.1,2.13,8.66,7.17,4.31,6.26,10.78,15.01,16.52,6.75,13.34,18.34,8.03,6.64,5.33,4.48,5.01,1.96,3.96,7.25,5.42,5.44
Ireland,104,372,53,-8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Israel,105,376,31.0460510,34.8516120,5.42,5.75,4.64,5.18,6.95,7.8,8.79,9.87,11.39,10.11,10.14,10.78,9.67,12.59,11.97,12.73,14.92,18.02,16.7,17.01,20.27,18.4,19.14,17.59,19.77,13.61,11.45,11.9,8.57,9.27,3.75,4.91,4.42,5.01,6.54,7.8,7.71,7.09,3.41,2.19,2.88,2.44,2.29,3.12,2.24,2.58,2.16,1.01,0.8,0.77,1.8,1.5,19.69,20.91,16.86,18.86,25.26,28.37,31.98,35.9,41.43,36.77,36.87,39.22,35.16,45.78,43.52,46.29,54.25,65.53,60.75,61.85,73.71,66.92,69.61,63.98,71.91,49.49,41.64,43.26,31.18,33.71,13.64,17.87,16.07,18.21,23.77,28.35,28.04,25.77,12.39,7.97,10.47,8.86,8.32,11.35,8.16,9.37,7.84,3.68,2.89,2.8,6.54,5.46
